Kenmerk,Onderwerp,Toelichting
HRM,[Cao gemeente][Ouderschapsverlof] Overgang van betaald ouderschapsverlof naar aanvullend verlof met verschillende doorbetalingspercentages. Wat te doen met historische aanvragen en TWK's?,"Probleembeschrijving: Zie incident: 2345216. Terugkoppeling van jullie gekregen op woensdagmiddag 16-04. Vraag automatisch afgesloten op dinsdag 22-04. Mijns inziens worden deze vragen nooit zo snel afgehandeld, terwijl ik dus nog geen eens terugkoppeling heb gegeven. I.v.m. goede vrijdag en pasen is het al helemaal onlogisch. Is dit de nieuwe werkwijze? Dan weet ik dat ook. Als consultant ben je vaak dagen weg op pad en red je het niet op de dag na het indienen van de vraag terugkoppeling te geven. Gaarne de vragen iets langer laten open staan indien mogelijk. Terugkomend op het incident, deze staat gewoon nog open. Ik ben morgenochtend (24-04) t/m 12:00 beschikbaar en anders volgende week donderdag (01-05) t/m 12:00. Laat maar weten wanneer je wilt meekijken! Aanvullende details: - _Kun je precies aangeven wat het probleem is met de automatische afsluiting van vragen?_ - Zie incident: 2345216. - _Wat is jouw gewenste situatie rondom de afhandeling en openstelling van incidenten?_ - Zie incident: 2345216. - _Wil je bevestigen of er specifieke actie nodig is voor incident 2345216, zoals een inhoudelijke terugkoppeling of aanpassing in het proces?_ - Zie incident: 2345216."
HRM,[Gebruiker / Medewerker / Persoon] Mogelijkheid om de werkgeverprefix bij medewerkernummering ook door te laten werken op de persoonsnummering en gebruikerscode,"Probleembeschrijving: Zie incident: 2344889 (eerder ingeschoten binnen OFS omgeving, maar betreft KNVB omgeving). Terugkoppeling van jullie gekregen op woensdagmiddag 16-04. Vraag automatisch afgesloten op dinsdag 22-04. Mijns inziens worden deze vragen nooit zo snel afgehandeld, terwijl ik dus nog geen eens terugkoppeling heb gegeven. I.v.m. goede vrijdag en pasen is het al helemaal onlogisch. Is dit de nieuwe werkwijze? Dan weet ik dat ook. Als consultant ben je vaak dagen weg op pad en red je het niet op de dag na het indienen van de vraag terugkoppeling te geven. Gaarne de vragen iets langer laten open staan indien mogelijk. Dat terugkomend op het incident. De help artikelen heb ik logischerwijs al gezien en gelezen. Deze vraag gaat verder dan dit. Ik wil inderdaad dat de gebruikerscode wordt aangemaakt in de autorisatietool op basis van de medewerkercode in plaats van de persoonscode. Bij medewerkers hanteert de KNVB namelijk een werkgeversprefix. Deze komt voor de nummering te staan bij de medewerkerscode (gaat automatisch), de persoonscode (gaat handmatig) en de gebruiker (gaat handmatig). Let op, andere personen (zoals bij verkooprelaties, inkooprelaties etc.) moet de standaard autonummering worden gebruikt. Aangezien de KNVB ruim meer dan 1000 medewerkers in dienst heeft merk je de impact wel van deze instelling. Zij moeten nu per medewerker telkens handmatige acties uitvoeren wat gewoon niet wenselijk is. Aanvullende details: - Kun je precies aangeven welke stappen je doorloopt en waar je tegenaan loopt? - Zie incident: 2344889 - Wat is de gewenste situatie die je wilt bereiken? - Zie incident: 2344889 - Speelt dit probleem bij meerdere gebruikers of alleen bij specifieke medewerkers? - Zie incident: 2344889"
HRM,"[Looncomponent] Kopiëren looncomponent niet mogelijk ""onderhoud door AFAS (niet kopieerbaar)""",Probleembeschrijving: ik wil een nieuw looncomponent aanmaken. dit moet een kopie worden van looncomponent LC707 raadsvergoeding (intern nr. 4606). Met als naam extra vergoeding raad Deze valt onder de CAO Gemeenten en zou geldig moeten zijn vanaf 1-1-2025. Ik kan helaas geen kopie maken omdat deze onderhouden wordt door AFAS . In de bijlage meer uitleg over deze extra vergoeding. Kunnen jullie deze toevoegen? Geen aanvullende vragen gesteld.
HRM,"[Onboarden] Actieknop 'Registreren onboarden' is niet zichtbaar in de workflow, hoe kan dit?","Probleembeschrijving: Workflow onboarden wordt niet automatisch afgehandeld en als actie is er alleen de optie aanpassen Aanvullende details: - Waar loop je precies tegenaan met de workflow? - Normaal gesproken wordt de workflow na ondertekening van de medewerker/sollicitant automatisch afgehandeld. Nu blijft deze echter op de status in behandeling staat met als taak registreren. Echter is er daarbij als actie alleen aanpassen, waardoor je ook niet verder komt. - Sinds wanneer speelt dit probleem? - Sinds deze week, de eerdere workflows onboarden werden gewoon automatisch afgehandeld en geregistreerd. - Welke stappen doorloop je om de workflow te starten en af te handelen? - Dezelfde stappen als altijd. De rest van de workflow verliep zoals dit zou moeten, alleen het verwerken in Profit gebeurd niet."
HRM,Documenten niet zichtbaar in onboarden workflow voor toevoeging bijlage.,"Probleembeschrijving: Hoi Dennis, ik wil graag wat punten voor onboarding bespreken over 2 weken. (ik ben na morgen op vakantie tm 5mei) We kennen 2 contracttemplates die ik in de onboarding workflow wil oproepen; Kader - [Dossier medewerker] Arbeidsovereenkomst bepaalde tijd Kader - [Dossier medewerker] Arbeidsovereenkomst onbepaalde tijd Deze had ik al een keer in de omgeving gezet met de juiste coderingen etc. Nu zijn deze 2 documenten niet te zien in de workflow (bij toevoegen bijlage) Hoe kan ik dit alsnog doen, zonder alles opnieuw te doen. Tevens ben ik benieuwd hoe jij dit zou aanpakken in de workflow op basis van condities en mogelijk kunnen we dit samen even doen. Aanvullende details: - Kun je precies aangeven welke stappen je hebt doorlopen om de documenten in de workflow te integreren? - - - Zijn er specifieke foutmeldingen of afwijkingen zichtbaar wanneer je probeert de documenten toe te voegen? - - - Hebben deze templates eerder gewerkt in een vergelijkbare workflow, en zo ja, wat is er sindsdien veranderd? - -"
HRM,"[Template looncomponent] Bruto bonus telt in op pensioengrondslag, hoe kunnen wij ervoor zorgen dat dit niet gebeurt?","Probleembeschrijving: Bij het gebruik van LC 305 (persoonlijke bonus) merken wij op dat er pensioen inhouding (opbouw) wordt gedaan. Dit is bij het uitbetalen van een bruto bonus niet van toepassing en willen wij graag uitsluiten. Hoe kunnen wij dit doen? Aanvullende details: - Kun je bevestigen of LC 305 een eigen looncomponent is of een standaardcomponent? - Denk een vast - Kun je aangeven of je de instellingen van LC 305 al hebt gecontroleerd? - Ja - Kun je de huidige instellingen van LC 305 delen, specifiek de instellingen rondom pensioenopbouw? - Zie screenshot"
HRM,"Bestemmingen in workflow onboarden werken niet, sollicitatie komt niet langs.","Probleembeschrijving: De bestemmingen lijken niet in onze workflow onboarden te werken. Ik heb als betsemming voor het ondertekenen de hoofdverantwoordelijke en contactpersoon als bestemming ingvevoerd. Toch komt de workflow niet langs mij danwel andre. De sollicitant is wel gekoppeld aan de vacature. De sollicitatie wordt vanuit recruittee ingeschoten, mogelijk dat het hier misgaat. Wil je eens meedenken? Bart Zie ook de 4 printscreens. Aanvullende details: - Kun je precies aangeven welke stappen je hebt doorlopen bij het instellen van de bestemmingen in de workflow? - - - Sinds wanneer speelt dit probleem, en werkte het eerder wel correct? - - - Zijn er specifieke wijzigingen aangebracht aan de workflow of integratie met Recruitee voordat dit probleem optrad? - -"
HRM,[Onboarden] Verplicht veld bij beoordelen ondanks context 'Geen adres (Profit)' zonder adresgegevens.,"Probleembeschrijving: Bij onboarden willen we in een bepaald profiel geen adresgegevens uitvragen. Bij aanmaken gaat dit prima en hebben we ook in het aanmakenprofiel de standaard context 'Geen adres (Profit)' gekoppeld. Als we vervolgens bij beoordelen deze flow willen aanpassen is het veld opeens verplicht, ook al gebruiken we hier dezelfde context waarin deze velden niet verplicht zijn. Is dit een bekend probleem? Aanvullende details: - Kun je precies aangeven welke stappen je doorloopt bij het beoordelen en waar het veld verplicht wordt? - Het veld wordt verplicht na klikken op de knop 'Aanpassen'. - Kun je bevestigen of de context 'Geen adres (Profit)' correct is gekoppeld aan het beoordelen profiel? - Ja - Speelt dit probleem bij meerdere gebruikers of alleen bij specifieke gebruikers? - Bij alle gebruikers, ook in de testomgeving."
ERP,Samenstelling C-MILL Miditower-63136_C vraagt voorraadbehoefte zonder open order.,Probleembeschrijving: Wanneer wij een productievoorstel doen komt er een samenstelling naar voren die voorraad behoefte opvraagt welk niet in een order staat het gaat om samentelling : C-MILL Miditower-63136_C Van deze samenstelling staan er verder geen orders open Aanvullende details: - Kun je precies aangeven welke stappen je doorloopt om het productievoorstel te maken? - Ordermanagement --> Productie --> productieorder - Sinds wanneer speelt dit probleem en werkte het eerder wel correct? - vandaag - Zijn er specifieke wijzigingen in de instellingen of infrastructuur geweest sinds dit probleem zich voordoet? - nee
ERP,Samenstelling C-MILL Miditower-63136_C vraagt voorraadbehoefte zonder open order.,Probleembeschrijving: Wanneer wij een productievoorstel doen komt er een samenstelling naar voren die voorraad behoefte opvraagt welk niet in een order staat het gaat om samentelling : C-MILL Miditower-63136_C Van deze samenstelling staan er verder geen orders open Aanvullende details: - Kun je precies aangeven welke stappen je doorloopt om het productievoorstel te maken? - Ordermanagement --> Productie --> productieorder - Sinds wanneer speelt dit probleem en werkte het eerder wel correct? - vandaag - Zijn er specifieke wijzigingen in de instellingen of infrastructuur geweest sinds dit probleem zich voordoet? - nee
ERP,[Wens | Afschrijvingstermijn]  Instellen van afschrijvingstermijn in maanden bij Vaste activa.,"Probleembeschrijving: Is het mogelijk om bij Vaste activa - Fiscaal afschrijven te Afschrijvingstermijn in Maanden in te stellen i.p.v. in Jaren? Zo ja, hoe werkt dit dan. Aanvullende details: - Kun je aangeven of je een specifieke foutmelding krijgt of dat het een vraag is over de functionaliteit? - Nee - Kun je toelichten wat je precies wilt bereiken met het instellen van de afschrijvingstermijn in maanden? - Dat er in maanden afgeschreven kan worden ipv in jaren - Heb je al geprobeerd om instellingen te wijzigen in het menu voor vaste activa? - Ik zou niet weten waar"
ERP,"[Land wetgeving administratie] Wijzig land wetgeving van administratie O32892AA van NL naar DE, keuze niet mogelijk.",Probleembeschrijving: Land wetgeving administratie in bestaande omgeving wijzigen. Verwijzend naar incidentnummer 2346584. -------------------------------------------------------------------------------------------------------------------------------------------------------------- In de omgeving is een administratie aangemaakt met land wetgeving NL. Dit moet DE zijn. Bij aanmaken van de administratie was de keuze voor DE niet mogelijk. Vermeld het administratienummer erbij zodat ze weten wat er aangepast moet worden. Details staan verder vermeld in het incident met nummer 2346584. Aanvullende details: - Kun je het administratienummer delen zodat we weten welke administratie het betreft? - O32892AA - Kun je bevestigen of je toegang hebt tot het incidentnummer 2346584? - Nee - Kun je aangeven of je specifieke stappen hebt ondernomen om het land van wetgeving te wijzigen? - Aanvraag vanuit onze integratiepartner
ERP,[Inkoopfactuur | workflow procuratieschema] Inkoopfactuur in Insite blijft hangen bij tweede beoordelaar zonder dat deze bestaat.,"Probleembeschrijving: Beoordelen van inkoopfactuur in Insite blijft hangen bij tweede beoordelaar, terwijl er geen tweede beoordelaar is. Aanvullende details: - Kun je precies aangeven welke stappen je doorloopt voordat het probleem zich voordoet? - Insite openen, inkoopfactuur staat bij 'alle taken' - Sinds wanneer speelt dit probleem? - Recent - Is er recent iets gewijzigd in de instellingen of workflows van Insite? - Ja"
HRM,[ADV OSV] Hoe werkt OSV (ouderschapsverlof) in combinatie met verlofopbouw op basis van aanvullende roosteruren,"Probleembeschrijving: Goedemiddag, Wij lopen tegen een probleem met het geboorteverlof en ouderschapsverlof bij een medewerker. Voor het geboorte verlof heeft een werknemer recht op een week. Vanuit onze CAO hebben wij een werkweek van 38 uur maar wordt er 40 uur gewerkt. De overige 2 uur is opbouw van ADV uren. Bij geboorteverlof en ouderschapsverlof is het zo dat een werknemer hier over geen adv opbouwt. Dus als voorbeeld bij een week geboorte verlof heeft de werknemer recht op 40 uur verlof ipv 38 uur omdat hij geen adv opbouwt. AFAS rekent 38 uur geboorte verlof. Dit is te corrigeren door dit op te vullen met de ADV uren. Nu lopen wij er tegen aan dat er een medewerker ADV niet opneemt in tijd maar in geld. Dit betekend dat hij de adv uren laat uitbetalen. Nu kunnen wij het geboorte verlof niet aanvullen met ADV, hoe kunnen wij dit het beste aanpakken? Aanvullende details: - Kun je aangeven welke medewerker dit betreft? - Wouter Dun - Wat is de stamnummer van het looncomponent dat gebruikt wordt voor geboorteverlof en ouderschapsverlof? - Staat bij ons niet als looncomponent maar bij roosterwijziging - Hoe verwacht je dat Profit deze berekening maakt, kun je een voorbeeldberekening toevoegen? - Geen idee"
ERP,[Abonnement | Factuurdatum] Klaarzetten abonnementsregels krijgt een andere factuurdatum dan ingegeven bij de wizard.,"Bij het klaarzetten van de abonnementsregels geef je een factuurdatum in. Nadat de abonnementsregels zijn klaargezet, krijgen de regels altijd factuurdatum -15 dagen. Het verkooprelatieprofiel staat ingesteld om abonnementsregels te verzamelen zonder periodeverzameling. In het abonnement is niks ingesteld qua aantal dagen vooraf. waarom krijgt de factuurdatum altijd factuurdatum -15 dagen?"
HRM,[Geplande taak][Verstrekking loonstrook] Tijdstip aanpassen automatisch versturen loonstroken,"Probleembeschrijving: sinds kort hebben wij het automatisch versturen van de loonstrook geactiveerd. Loonstroken worden rond 04.00 's nachts verstuurd. Is het mogelijk om dit tijdstip aan te passen (later in de ochtend). En zo ja, hoe doen we dat? Geen aanvullende vragen gesteld."
ERP,Onjuiste BTW-aangifte bij ICL levering naar UK van 61 € ondanks correcties.,"Probleembeschrijving: Ik heb een order in Afas die staat op levering in Belgie, order staat op ICL levering, en BTW plicht staat op 3 verkopen in Europa. Er is een andere order deze staat ook op ICL levering en levering in Belgie en BTW plicht ook 3 Beide orders staan op een verkoopfactuur waarbij de debiteur (factuur) is aangepast naar een debiteur die in UK zit. In de header van de factuur staat Export Nu ben ik mijn kwartaalaangifte BTW aan het voorbereiden en dan staat er bij ICL levering vak 3B een levering aan UK voor 61 € . Dit klopt niet. Dit zou niet dat vak terecht moeten komen. Ik heb voor beide orders een negatieve order gemaakt met precies dezelfde instelling en vervolgens weer nieuwe orders met de juiste instelling. Ik zie verwachten dat dan dit bedrag op het GB nummer in de aangifte zou verdwijnen, maar dit gebeurd niet. Hoe kan dit worden opgelost? Ik heb de eerste foutieve factuur en de correctie hierop via crediteren ook nog gecorrigeerd, maar dit bood ook geen oplossing. Aanvullende details: - Kun je precies aangeven welke instellingen in de orders en facturen zijn aangepast? - In orders heb ik soms het veld ICL levering aangepast. In de factuur is alleen de factuurdebiteur aangepast - Zijn er specifieke stappen die je hebt doorlopen om de negatieve order te maken en opnieuw te boeken? - gewoon, order, pakbon en dan factuur. Maar wel met dezelfde gegevens zoals de oorspronkelijke order, om zo de eerste geheel obgedaan te maken. maar dit lukt dus niet - Speelt dit probleem bij meerdere debiteuren of alleen deze specifieke situatie met een UK-debiteur? - alleen met deze"
